time,seconds_elapsed,relativeAltitude,pressure
1780626032741348900,-0.515651123046875,0,1010.6157684326172
1780626033744513000,0.487512939453125,-0.0158538818359375,1010.6179046630859
1780626034747668000,1.49066796875,-0.034351348876953125,1010.6200408935547
1780626035750817000,2.493817138671875,-0.06870079040527344,1010.6241607666016
1780626036753947100,3.496947021484375,-0.10040855407714844,1010.6279754638672
1780626037108254000,3.85125390625,-0.13740158081054688,1010.6324768066406
1780626038178271000,4.92127099609375,-0.16382408142089844,1010.6355285644531
1780626039248239900,5.991239990234375,-0.21402931213378906,1010.6414794921875
1780626040318229000,7.06122900390625,-0.2800865173339844,1010.6497192382812
1780626041388273000,8.13127294921875,-0.3619976043701172,1010.6593322753906
1780626042458302000,9.201302001953126,-0.4439105987548828,1010.6690979003906
1780626043528330000,10.271330078125,-0.5311069488525391,1010.6796264648438
1780626044598329000,11.3413291015625,-0.6024494171142578,1010.6881713867188
1780626045668332000,12.41133203125,-0.6394424438476562,1010.6926727294922
1780626046738325000,13.481324951171874,-0.6737918853759766,1010.6966400146484
1780626047808310000,14.55131005859375,-0.6737918853759766,1010.6966400146484
1780626048878331000,15.621330810546874,-0.6790771484375,1010.6974792480469
1780626049948386000,16.691385986328125,-0.6790771484375,1010.6974792480469
1780626051018407200,17.7614072265625,-0.6949310302734375,1010.6993865966797
1780626052088439000,18.83143896484375,-0.6975727081298828,1010.6996154785156
1780626053158494000,19.901493896484375,-0.7213535308837891,1010.7022857666016
1780626054228558000,20.97155810546875,-1.0410747528076172,1010.7406616210938
1780626055298623000,22.041623046875,-1.9870243072509766,1010.8540344238281
1780626056368671000,23.1116708984375,-3.263265609741211,1011.007080078125
1780626057438685000,24.181684814453124,-4.420600891113281,1011.1460113525391
1780626058508697000,25.251697021484375,-5.665134429931641,1011.2950897216797
1780626059578684200,26.32168408203125,-6.64015007019043,1011.412353515625
1780626060648644900,27.391644775390624,-6.838324546813965,1011.4359283447266
1780626061718608000,28.46160791015625,-6.848893165588379,1011.4373779296875
