time,seconds_elapsed,z,y,x
1780626033086488000,0.070488037109375,-0.5740782370835542,-0.11830430786311626,-0.5979337444454431
1780626033096518000,0.080517822265625,0.1365624336093664,-0.40143268270194526,-0.9258016439165919
1780626033106547000,0.090546875,0.1134399166971445,-0.739049603575468,-0.8393485914096236
1780626033116577000,0.100576904296875,-1.1634376299291849,0.33011136754900217,-0.9400998530559241
1780626033126606000,0.110606201171875,-3.539717848947644,1.5768097567498682,-0.9728022453486919
1780626033136636000,0.120635986328125,-3.574370060133934,0.4587620051205158,-0.8438910571448505
1780626033146665000,0.1306650390625,-0.47401978000700473,-0.7394277892380953,-0.7368369690272957
1780626033156694800,0.14069482421875,2.3137089042931795,-1.30405869127959,-0.6019643882010132
1780626033166724900,0.150724853515625,2.6400188337326047,-1.7364131664678453,-0.6813597772814333
1780626033176754000,0.16075390625,2.0769336998283863,-1.4634823605164884,-0.40557577385604376
1780626033186783700,0.17078369140625,2.2735066577643153,-0.6148705584600568,-0.043340398424118756
1780626033196812800,0.180812744140625,2.449960956779122,0.34133389557003974,0.0725889604685828
1780626033206843000,0.1908427734375,1.810631956627965,2.012631615787744,-0.050703328407555814
1780626033216872000,0.200871826171875,0.9173615131556987,2.2444836846366525,-0.17329130493924022
1780626033226902000,0.210902099609375,-0.008331190493702888,2.29361158042103,-0.09176241096146404
1780626033236931800,0.220931884765625,-0.7616057187765837,2.1895351198747752,-0.23972112172357737
1780626033246961000,0.2309609375,-0.9233078543394804,1.8530483720749615,-0.5130947030063718
1780626033256991000,0.240990966796875,-0.2644558230727911,1.0913970605909824,-0.5571686033368111
1780626033267020000,0.25102001953125,0.40052901186048984,-0.5642655758604407,-0.4185054711211473
1780626033277049900,0.2610498046875,1.3183406068712473,-2.2130618336737156,-0.7435022721353918
1780626033287079000,0.271078857421875,1.3028151209592818,-2.1941887908995152,-0.6850334973581135
1780626033297109000,0.28110888671875,1.3072586563646793,-2.2134701222136615,-0.6507596179649233
1780626033307138000,0.291137939453125,0.22275953859388828,-2.628040226647258,-0.5021392284236849
1780626033317167900,0.30116796875,-0.46354807035326956,-2.472200261116028,-0.4150383795324713
1780626033327197700,0.31119775390625,-0.6106330670207738,-1.1564683754384517,-0.30213169292919334
1780626033337226800,0.321226806640625,-0.2431459085404873,0.3651932023242116,0.8439954673673957
1780626033347256800,0.3312568359375,0.08301321425139903,1.9634107810229062,1.0122259087204932
1780626033357286000,0.341285888671875,0.3952840969443321,3.0376351730167865,0.6818726952396332
1780626033367316000,0.35131591796875,0.12652210111021994,2.9653385830909014,0.3272944834973663
1780626033377344800,0.3613447265625,0.4273047905832529,2.7942171695366502,-0.1536152021538466
