time,seconds_elapsed,relativeAltitude,pressure
1780626535359923700,-0.484076171875,0,1010.1473236083984
1780626536387318000,0.543318115234375,-0.013212203979492188,1010.14892578125
1780626537414736000,1.57073583984375,0,1010.1473236083984
1780626538442155800,2.59815576171875,-0.029066085815429688,1010.1506042480469
1780626539469582800,3.625582763671875,-0.06605911254882812,1010.1551818847656
1780626539669187800,3.825187744140625,-0.07134246826171875,1010.1558685302734
1780626540729798000,4.8857978515625,-0.10305023193359375,1010.1595306396484
1780626541790398700,5.946398681640625,-0.11626243591308594,1010.1610565185547
1780626542851029800,7.00702978515625,-0.158538818359375,1010.1660919189453
1780626543911657700,8.06765771484375,-0.2378082275390625,1010.1758575439453
1780626544972305700,9.1283056640625,-0.2985820770263672,1010.1829528808594
1780626546032904000,10.188904052734374,-0.3355751037597656,1010.1876068115234
1780626547093515000,11.249514892578125,-0.3646411895751953,1010.1909637451172
1780626548154112800,12.31011279296875,-0.43598365783691406,1010.1994323730469
1780626549214763800,13.370763671875,-0.4439105987548828,1010.2005004882812
1780626550275370000,14.431369873046876,-0.45183753967285156,1010.2013397216797
1780626551335952600,15.49195263671875,-0.49675559997558594,1010.2066040039062
1780626552396530000,16.552530029296875,-0.5258216857910156,1010.2103424072266
1780626553457091800,17.613091796875,-0.5469608306884766,1010.2127075195312
1780626554517686000,18.67368603515625,-0.5733833312988281,1010.2159881591797
1780626555578271000,19.73427099609375,-0.7319221496582031,1010.2349090576172
1780626556638934000,20.79493408203125,-1.4109992980957031,1010.3163909912109
1780626557699617800,21.85561767578125,-2.795574188232422,1010.4823303222656
1780626558760244700,22.91624462890625,-3.952911376953125,1010.6210327148438
1780626559820827000,23.976826904296875,-5.208013534545898,1010.7713317871094
1780626560881409800,25.037409912109375,-6.38648796081543,1010.9128570556641
1780626561941984000,26.09798388671875,-7.025928497314453,1010.9893035888672
1780626563002605000,27.15860498046875,-7.025928497314453,1010.9893035888672
1780626564063235800,28.21923583984375,-7.023286819458008,1010.9890747070312
1780626565123843000,29.279843017578123,-6.991579055786133,1010.9852600097656
1780626566184457700,30.340457763671875,-6.870031356811523,1010.9707641601562
1780626567245086000,31.4010859375,-6.735273361206055,1010.9545135498047
1780626568305697000,32.461697021484376,-6.5635223388671875,1010.9339141845703
1780626569366290700,33.52229077148438,-6.510675430297852,1010.927734375
1780626570426940000,34.58293994140625,-6.38648796081543,1010.9128570556641
1780626571487552800,35.643552734375,-6.317787170410156,1010.9044647216797
