time,seconds_elapsed,z,y,x
1780625760030911700,0.054911865234375,-0.13372930884361267,0.1522878110408783,0.06279680877923965
1780625760040906800,0.06490673828125,-0.2110603153705597,0.01037674117833376,0.1146024763584137
1780625760050902000,0.074902099609375,-0.3022671937942505,-0.14190706610679626,0.1622357815504074
1780625760060897800,0.084897705078125,-0.41701453924179077,-0.24836000800132751,0.21913181245326996
1780625760070892800,0.094892822265625,-0.5571098327636719,-0.31104549765586853,0.28843578696250916
1780625760080887800,0.1048876953125,-0.726110577583313,-0.35994753241539,0.35546568036079407
1780625760090882800,0.1148828125,-0.9039583802223206,-0.4120192527770996,0.4323362410068512
1780625760100877800,0.1248779296875,-1.0580244064331055,-0.46861860156059265,0.5190505981445312
1780625760110872800,0.134872802734375,-1.147133708000183,-0.4854598939418793,0.5996453166007996
1780625760120867800,0.144867919921875,-1.140353798866272,-0.45956411957740784,0.666548490524292
1780625760130863600,0.154863525390625,-1.0869489908218384,-0.4498678147792816,0.7039650678634644
1780625760140859000,0.16485888671875,-1.0350748300552368,-0.4518132507801056,0.720491349697113
1780625760150854000,0.17485400390625,-0.9692241549491882,-0.4581151008605957,0.7252341508865356
1780625760160849000,0.184848876953125,-0.7635424137115479,-0.4661940634250641,0.8030248284339905
1780625760170844000,0.194843994140625,-0.5004865527153015,-0.42159146070480347,0.9164272546768188
1780625760180839000,0.2048388671875,-0.44547387957572937,-0.41441982984542847,0.9272040128707886
1780625760190834700,0.214834716796875,-0.45681095123291016,-0.41894400119781494,0.9551088809967041
1780625760200829700,0.22482958984375,-0.5413151979446411,-0.3502464294433594,1.0491282939910889
1780625760210824700,0.23482470703125,-0.6198368668556213,-0.3461315631866455,1.1609070301055908
1780625760220819700,0.24481982421875,-0.6944165825843811,-0.453573077917099,1.2661783695220947
1780625760230814700,0.254814697265625,-0.6241991519927979,-0.6122516989707947,1.301571249961853
1780625760240809700,0.264809814453125,-0.10803832113742828,-0.46230530738830566,0.9198164343833923
1780625760250805800,0.2748056640625,0.5168652534484863,0.07186087220907211,0.41497349739074707
1780625760260800800,0.28480078125,0.9264689683914185,0.35202035307884216,0.16524913907051086
1780625760270795800,0.294795654296875,1.3156050443649292,0.3459677994251251,0.1000261977314949
1780625760280790800,0.304790771484375,1.6166995763778687,0.5078616142272949,0.09959796071052551
1780625760290785800,0.314785888671875,1.8294726610183716,0.39414089918136597,0.11115501821041107
1780625760300780800,0.32478076171875,1.8704895973205566,-0.01962323673069477,0.07191919535398483
1780625760310776800,0.33477685546875,1.6990903615951538,-0.3666485846042633,0.05848115310072899
1780625760320771600,0.344771484375,1.3646039962768555,-0.557687520980835,0.10188428312540054
1780625760330766600,0.3547666015625,0.9600908756256104,-0.7484068274497986,0.17744269967079163
1780625760340761900,0.364761962890625,0.6052507758140564,-0.7669395208358765,0.34865811467170715
1780625760350756900,0.3747568359375,0.3582513630390167,-0.5503696799278259,0.6339753270149231
1780625760360751900,0.384751953125,0.16589921712875366,-0.36164528131484985,0.8746042251586914
1780625760370748000,0.394747802734375,0.021637383848428726,-0.16505686938762665,0.9508872628211975
1780625760380743000,0.404742919921875,-0.10798212885856628,0.10116603225469589,0.9080782532691956
1780625760390737700,0.414737548828125,-0.22713914513587952,0.23876731097698212,0.7756723165512085
1780625760400732700,0.424732666015625,-0.3134458065032959,0.23617658019065857,0.5927948951721191
1780625760410727700,0.434727783203125,-0.38553038239479065,0.1841069906949997,0.4018672704696655
1780625760420722700,0.44472265625,-0.43385156989097595,0.11411724984645844,0.28252971172332764
1780625760430719000,0.454718994140625,-0.44981348514556885,0.13042618334293365,0.27882710099220276
1780625760440714000,0.4647138671875,-0.43592938780784607,0.1484307497739792,0.37279221415519714
1780625760450709000,0.474708984375,-0.43060678243637085,0.039812128990888596,0.4762866497039795
1780625760460703700,0.484703857421875,-0.46640899777412415,-0.006964432541280985,0.5740332007408142
1780625760470698800,0.49469873046875,-0.5258845686912537,-0.03404771536588669,0.6105381846427917
1780625760480693800,0.50469384765625,-0.588545560836792,-0.037092506885528564,0.6365237236022949
1780625760490689800,0.514689697265625,-0.6518949866294861,-0.03479712828993797,0.6826712489128113
1780625760500684800,0.524684814453125,-0.7072916626930237,-0.038782548159360886,0.7505030035972595
1780625760510679600,0.534679443359375,-0.5845926403999329,0.04388117045164108,0.8130747675895691
1780625760520674600,0.544674560546875,0.4694353938102722,0.5961483120918274,0.7735729217529297
1780625760530669600,0.554669677734375,1.2738125324249268,1.013082504272461,0.6177295446395874
1780625760540664300,0.564664306640625,1.5026143789291382,1.107016682624817,0.44285517930984497
1780625760550660600,0.57466064453125,1.3641057014465332,1.120821475982666,0.44131773710250854
1780625760560655600,0.584655517578125,1.0611165761947632,1.070615530014038,0.5514532923698425
1780625760570650600,0.594650634765625,0.5688722729682922,1.1884071826934814,0.6834725737571716
1780625760580645600,0.604645751953125,0.1419542133808136,1.170617699623108,0.7865521311759949
1780625760590640600,0.614640625,-0.16425259411334991,0.7991642951965332,0.820557713508606
1780625760600635600,0.6246357421875,-0.27145788073539734,0.0362141951918602,0.8121325373649597
1780625760610630400,0.63463037109375,0.06548579782247543,-0.652733325958252,0.8088952302932739
1780625760620626400,0.64462646484375,0.39084523916244507,-0.48982617259025574,0.76622074842453
1780625760630621400,0.654621337890625,0.5769637227058411,0.3078526258468628,0.6759518384933472
1780625760640616400,0.664616455078125,0.6173332333564758,1.198839783668518,0.5040698051452637
1780625760650611500,0.674611572265625,0.6191442012786865,1.0377087593078613,0.15384122729301453
1780625760660606500,0.6846064453125,0.6788190007209778,0.890404462814331,-0.3118066191673279
1780625760670601700,0.694601806640625,0.8433253765106201,1.3256409168243408,-0.7037009000778198
1780625760680597500,0.704597412109375,1.0797269344329834,1.8598496913909912,-1.0093497037887573
1780625760690592500,0.714592529296875,1.1551988124847412,1.9626426696777344,-1.2434152364730835
1780625760700587500,0.72458740234375,1.1015961170196533,1.764433741569519,-1.3933299779891968
