time,seconds_elapsed,relativeAltitude,pressure
1780625759456016600,-0.5199833984375,0,1010.5957794189453
1780625760459126800,0.483126708984375,-0.060771942138671875,1010.60302734375
1780625761462256600,1.486256591796875,-0.12154579162597656,1010.6101989746094
1780625762465395700,2.489395751953125,-0.2034587860107422,1010.6201934814453
1780625763468558600,3.49255859375,-0.27480125427246094,1010.6285858154297
1780625763822940700,3.846940673828125,-0.3963470458984375,1010.643310546875
1780625764892984600,4.916984619140625,-0.4465522766113281,1010.6492614746094
1780625765962977500,5.9869775390625,-0.5601711273193359,1010.6629180908203
1780625767032969700,7.0569697265625,-0.6843605041503906,1010.6776428222656
1780625768102980600,8.126980712890624,-0.8006229400634766,1010.6916046142578
1780625769172996600,9.19699658203125,-0.8983879089355469,1010.7033538818359
1780625770243010600,10.267010498046876,-0.9512348175048828,1010.7096099853516
1780625771313025800,11.33702587890625,-1.0120086669921875,1010.7167816162109
1780625772383031600,12.407031494140625,-1.0754241943359375,1010.7246398925781
1780625773453054700,13.4770546875,-1.1520500183105469,1010.7337188720703
1780625774523059700,14.547059814453124,-1.2260360717773438,1010.7427215576172
1780625775593088500,15.617088623046875,-1.323801040649414,1010.7543182373047
1780625776663102700,16.687102783203127,-1.418924331665039,1010.7659149169922
1780625777733140700,17.757140625,-1.4955520629882812,1010.7749176025391
1780625778803158500,18.827158447265624,-1.556325912475586,1010.7823181152344
1780625779873144600,19.89714453125,-1.5933189392089844,1010.7867431640625
1780625780943122700,20.967122802734377,-1.6170997619628906,1010.7896423339844
1780625782013140700,22.037140625,-1.6170997619628906,1010.7896423339844
1780625783083189800,23.107189697265625,-1.6091728210449219,1010.78857421875
1780625784153200600,24.17720068359375,-1.5933189392089844,1010.7865142822266
1780625785223225600,25.2472255859375,-1.56689453125,1010.7833862304688
1780625786293230600,26.317230712890623,-1.56689453125,1010.7833862304688
1780625787363264500,27.387264404296875,-1.6144561767578125,1010.7893371582031
1780625788433251600,28.45725146484375,-2.0266590118408203,1010.8387756347656
1780625789503286500,29.52728662109375,-3.094156265258789,1010.9667205810547
1780625790573286700,30.59728662109375,-4.143156051635742,1011.0923767089844
1780625791643346400,31.667346435546875,-5.229150772094727,1011.2227630615234
1780625792713377800,32.737377685546875,-6.304574966430664,1011.3516998291016
1780625793783354600,33.80735473632812,-7.076131820678711,1011.4443206787109
