version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,iPhone 15 Pro,1780625910891,2026-06-05_02-18-30,Australia/Sydney,ios,1.59,45b56684-2826-4119-b50c-5dec86e202cb,Accelerometer|Gravity|Gyroscope|Orientation|Barometer|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10|0||10|10,false,26.5
