time,seconds_elapsed,relativeAltitude,pressure
1780625910393602800,-0.497397216796875,0,1010.5381774902344
1780625911396735000,0.50573486328125,-0.0158538818359375,1010.5403137207031
1780625912399849000,1.508848876953125,-0.018495559692382812,1010.5406188964844
1780625913402971600,2.5119716796875,-0.03434944152832031,1010.5424499511719
1780625914406079700,3.515079833984375,-0.05813026428222656,1010.5451965332031
1780625914760435000,3.86943505859375,-0.10305023193359375,1010.5506896972656
1780625915830413800,4.939413818359375,-0.1294727325439453,1010.5538940429688
1780625916900411000,6.009410888671875,-0.1876049041748047,1010.5606842041016
1780625917970396000,7.07939599609375,-0.285369873046875,1010.5726623535156
1780625919040412000,8.149411865234375,-0.3752098083496094,1010.5833435058594
1780625920110435800,9.219435791015625,-0.4306983947753906,1010.5900573730469
1780625921180452900,10.289452880859375,-0.48354339599609375,1010.5962371826172
1780625922250495000,11.359494873046875,-0.5680980682373047,1010.6063079833984
1780625923320518700,12.4295185546875,-0.6394405364990234,1010.6149291992188
1780625924390536700,13.49953662109375,-0.6764335632324219,1010.6194305419922
1780625925460532000,14.569531982421875,-0.7319221496582031,1010.6259155273438
1780625926530588000,15.639587890625,-0.7636299133300781,1010.6298065185547
1780625927600617000,16.709616943359375,-0.7636299133300781,1010.6298065185547
1780625928670624800,17.779624755859373,-0.7319221496582031,1010.6259155273438
1780625929740596700,18.8495966796875,-0.7107830047607422,1010.6233215332031
1780625930810541800,19.919541748046875,-0.6817188262939453,1010.6200408935547
1780625931880514800,20.989514892578125,-0.6473674774169922,1010.6159973144531
1780625932950515700,22.059515625,-0.6209449768066406,1010.6128692626953
1780625934020504800,23.1295048828125,-0.5945224761962891,1010.6095123291016
1780625935090516700,24.199516845703126,-0.5945224761962891,1010.6095123291016
1780625936160513800,25.269513671875,-0.6156597137451172,1010.6122589111328
1780625937230528800,26.33952880859375,-1.1097736358642578,1010.67138671875
1780625938300546000,27.409546142578126,-2.2618255615234375,1010.8094787597656
1780625939370593800,28.47959375,-3.3346080780029297,1010.9380340576172
1780625940440620000,29.5496201171875,-4.5077972412109375,1011.0788726806641
1780625941510655000,30.619655029296876,-5.6624908447265625,1011.2171936035156
1780625942580747000,31.6897470703125,-6.439332962036133,1011.3105010986328
1780625943650807800,32.75980786132813,-6.5318145751953125,1011.3214874267578
1780625944720856000,33.82985595703125,-6.579376220703125,1011.3271331787109
1780625945790839800,34.89983984375,-6.579376220703125,1011.3271331787109
1780625946860891000,35.96989086914063,-6.494821548461914,1011.3172912597656
1780625947930946800,37.03994677734375,-6.323070526123047,1011.29638671875
