time,seconds_elapsed,relativeAltitude,pressure
1780625218268388900,-0.487611083984375,0,1010.2101898193359
1780625219295599900,0.539599853515625,0.0026416778564453125,1010.2100372314453
1780625220322815000,1.56681494140625,0,1010.2101898193359
1780625221350019800,2.594019775390625,0,1010.2103424072266
1780625222377272800,3.62127294921875,-0.03963470458984375,1010.21484375
1780625222577152000,3.821152099609375,-0.03963470458984375,1010.21484375
1780625223637525800,4.88152587890625,-0.05284690856933594,1010.2166748046875
1780625224697916000,5.941916015625,-0.05284690856933594,1010.2166748046875
1780625225758314800,7.002314697265625,-0.06605911254882812,1010.2181243896484
1780625226818707000,8.06270703125,-0.06605911254882812,1010.2181243896484
1780625227879091000,9.123091064453124,-0.06605911254882812,1010.2182769775391
1780625228939457800,10.183457763671875,-0.08191299438476562,1010.2201843261719
1780625229999800000,11.243800048828126,-0.08455467224121094,1010.2204895019531
1780625231060171000,12.3041708984375,-0.10569381713867188,1010.2229309082031
1780625232120492000,13.364491943359376,-0.1268310546875,1010.2255249023438
1780625233180853000,14.42485302734375,-0.13740158081054688,1010.2267456054688
1780625234241251800,15.485251953125,-0.15061187744140625,1010.2284240722656
1780625235301682000,16.545681884765624,-0.16646575927734375,1010.2301025390625
1780625236362090800,17.6060908203125,-0.17703628540039062,1010.2313232421875
1780625237422460000,18.6664599609375,-0.17703628540039062,1010.2313232421875
1780625238482848800,19.726848876953124,-0.1717510223388672,1010.2307891845703
1780625239543250000,20.78725,-0.1717510223388672,1010.230712890625
1780625240603664000,21.847663818359376,-0.1717510223388672,1010.2307891845703
1780625241664039000,22.908038818359376,-0.18231964111328125,1010.2321624755859
1780625242724414700,23.968414794921873,-0.19553184509277344,1010.2336883544922
1780625243784814800,25.02881494140625,-0.19817352294921875,1010.2339172363281
1780625244845206000,26.0892060546875,-0.2061004638671875,1010.2349090576172
1780625245905563000,27.14956298828125,-0.2351665496826172,1010.2382659912109
1780625246965935900,28.209935791015624,-0.24309349060058594,1010.2394104003906
1780625248026286800,29.270286865234375,-0.2959403991699219,1010.2455139160156
1780625249086674000,30.330673828125,-0.2959403991699219,1010.2455139160156
1780625250147058000,31.391057861328125,-0.29329872131347656,1010.2454376220703
1780625251207459800,32.4514599609375,-0.29329872131347656,1010.2452087402344
1780625252267887900,33.511887939453125,-0.27744483947753906,1010.2436065673828
1780625253328260900,34.5722607421875,-0.253662109375,1010.240478515625
1780625254388585000,35.6325849609375,-0.2378082275390625,1010.2388000488281
1780625255448937000,36.69293701171875,-0.22459793090820312,1010.2370452880859
1780625256509265000,37.75326489257812,-0.22459793090820312,1010.2370452880859
1780625257569644800,38.81364477539063,-0.221954345703125,1010.23681640625
1780625258629988900,39.87398876953125,-0.19553184509277344,1010.2336883544922
1780625259690344700,40.9343447265625,-0.14532852172851562,1010.2275848388672
1780625260750756900,41.9947568359375,-0.13475799560546875,1010.2263641357422
1780625261811203800,43.05520385742187,-0.07662773132324219,1010.2193450927734
1780625262871613000,44.11561303710938,-0.010570526123046875,1010.2114105224609
1780625263931990800,45.17599072265625,0.05020332336425781,1010.2041625976562
1780625264992390000,46.236389892578124,0.05813026428222656,1010.2031707763672
1780625266052787000,47.296786865234374,0.1109771728515625,1010.1970672607422
1780625267113195000,48.357195068359374,0.1294727325439453,1010.1947021484375
1780625268173632000,49.41763208007813,0.158538818359375,1010.1911163330078
1780625269234037800,50.478037841796876,0.18496131896972656,1010.1882171630859
1780625270294416000,51.538415771484374,0.24573516845703125,1010.1805877685547
1780625271354818800,52.59881884765625,0.24573516845703125,1010.1805877685547
1780625272415233800,53.65923388671875,0.23252296447753906,1010.1822662353516
1780625273475639800,54.71963989257812,0,1010.2102661132812
1780625274536029000,55.78002880859375,-0.8032646179199219,1010.3064727783203
1780625275596426000,56.84042602539063,-2.037229537963867,1010.4544830322266
1780625276656905000,57.90090502929687,-3.128507614135742,1010.5850982666016
1780625277717357800,58.96135791015625,-4.26734733581543,1010.7216644287109
1780625278777804800,60.0218046875,-5.274070739746094,1010.8425140380859
1780625279838238000,61.08223803710938,-5.5356597900390625,1010.8738708496094
1780625280898670000,62.14267016601563,-5.575294494628906,1010.8786773681641
1780625281959118800,63.203118896484376,-5.538303375244141,1010.8740997314453
1780625283019593000,64.26359301757813,-5.538303375244141,1010.8740997314453
1780625284080059000,65.32405883789062,-5.403543472290039,1010.8578491210938
1780625285140479000,66.38447900390625,-5.342771530151367,1010.8507537841797
1780625286200934000,67.44493383789063,-5.32691764831543,1010.8488464355469
1780625287261374000,68.5053740234375,-5.242362976074219,1010.8385467529297
1780625288321759000,69.56575903320312,-5.157808303833008,1010.8285522460938
1780625289382134000,70.62613403320313,-5.104961395263672,1010.8221435546875
1780625290442543900,71.6865439453125,-5.094392776489258,1010.8207702636719
1780625291502930000,72.74692993164062,-5.104961395263672,1010.8221435546875
1780625292563288000,73.8072880859375,-5.128742218017578,1010.8248138427734
