time,seconds_elapsed,dBFS
1780626535848000000,0.004,-18.09589958190918
1780626535951000000,0.107,-16.19405746459961
1780626536068000000,0.224,-18.423572540283203
1780626536184000000,0.34,-18.368694305419922
1780626536300000000,0.456,-18.579601287841797
1780626536417000000,0.573,-17.231618881225586
1780626536533000000,0.689,-17.727153778076172
1780626536650000000,0.805999755859375,-19.047163009643555
1780626536766000000,0.922000244140625,-16.807374954223633
1780626536879000000,1.035,-6.808432102203369
1780626536980000000,1.136,-8.747660636901855
1780626537084000000,1.24,-10.669601440429688
1780626537188000000,1.344,-12.662357330322266
1780626537290000000,1.445999755859375,-14.176095008850098
1780626537395000000,1.551,-13.365434646606445
1780626537501000000,1.657,-12.844646453857422
1780626537601000000,1.757,-10.938898086547852
1780626537702000000,1.858000244140625,-12.922348022460938
1780626537805000000,1.961,-6.159543991088867
1780626537910000000,2.066000244140625,-8.52845287322998
1780626538011000000,2.167,-11.62446117401123
1780626538113000000,2.269,-3.3232498168945312
1780626538218000000,2.373999755859375,-5.16805362701416
1780626538323000000,2.479,-7.459310531616211
1780626538428000000,2.584,-6.000775337219238
1780626538533000000,2.689,-9.945741653442383
1780626538634000000,2.789999755859375,-14.16659164428711
1780626538739000000,2.895,-17.41782569885254
1780626538844000000,3,-20.78150749206543
1780626538949000000,3.105,-22.526994705200195
1780626539050000000,3.205999755859375,-23.132402420043945
1780626539151000000,3.307,-15.510201454162598
1780626539256000000,3.412,-16.282411575317383
1780626539361000000,3.517,-14.285177230834961
1780626539466000000,3.621999755859375,-13.432328224182129
1780626539568000000,3.724,-14.710732460021973
1780626539673000000,3.829,-16.36166000366211
1780626539778000000,3.933999755859375,-14.983878135681152
1780626539880000000,4.036,-14.96023941040039
1780626539984000000,4.14,-14.343525886535645
1780626540089000000,4.245,-15.778301239013672
1780626540195000000,4.351,-17.38501739501953
1780626540300000000,4.456,-15.377424240112305
1780626540401000000,4.557,-15.699606895446777
1780626540506000000,4.661999755859375,-17.205368041992188
1780626540611000000,4.767,-15.224218368530273
1780626540716000000,4.872,-15.841217994689941
1780626540818000000,4.973999755859375,-12.492143630981445
1780626540923000000,5.079,-14.079434394836426
1780626541028000000,5.184,-10.648706436157227
1780626541133000000,5.289,-13.210996627807617
1780626541234000000,5.389999755859375,-15.374220848083496
1780626541337000000,5.493,-16.73284149169922
1780626541440000000,5.596,-16.493764877319336
1780626541543000000,5.699,-15.053540229797363
1780626541648000000,5.804,-16.37222671508789
1780626541751000000,5.907,-17.111454010009766
1780626541852000000,6.008,-18.108253479003906
1780626541957000000,6.113,-16.975061416625977
1780626542062000000,6.218000244140625,-16.95951271057129
1780626542166000000,6.322000244140625,-14.271834373474121
1780626542268000000,6.424,-16.38018798828125
1780626542373000000,6.529,-17.183019638061523
1780626542478000000,6.634000244140625,-19.76909637451172
1780626542583000000,6.739,-19.23783302307129
1780626542684000000,6.84,-18.291086196899414
1780626542789000000,6.945,-16.507200241088867
1780626542894000000,7.050000244140625,-15.88299560546875
1780626542996000000,7.152,-17.42399024963379
1780626543101000000,7.257,-17.699260711669922
1780626543206000000,7.362000244140625,-19.715097427368164
1780626543311000000,7.467,-20.173776626586914
1780626543416000000,7.572,-18.481048583984375
1780626543518000000,7.674000244140625,-17.838760375976562
1780626543623000000,7.779,-16.126434326171875
1780626543728000000,7.884,-15.635109901428223
1780626543833000000,7.989,-14.91079330444336
1780626543934000000,8.090000244140626,-13.27877426147461
1780626544039000000,8.195,-14.88005256652832
1780626544145000000,8.301,-13.581987380981445
1780626544250000000,8.405999755859375,-12.85454273223877
1780626544351000000,8.507,-13.276107788085938
1780626544456000000,8.612,-12.603964805603027
1780626544561000000,8.717,-14.639091491699219
1780626544666000000,8.821999755859375,-15.920178413391113
1780626544767000000,8.923,-17.144792556762695
1780626544868000000,9.024,-13.381074905395508
1780626544973000000,9.129,-14.346589088439941
1780626545074000000,9.229999755859374,-15.749275207519531
1780626545179000000,9.335,-15.633894920349121
1780626545284000000,9.44,-15.57374382019043
1780626545384000000,9.54,-13.876141548156738
1780626545486000000,9.642000244140625,-15.589027404785156
