time,seconds_elapsed,relativeAltitude,pressure
1780625761324876800,-0.472123291015625,0,1010.3225708007812
1780625762352184800,0.555184814453125,-0.02378082275390625,1010.3254699707031
1780625763379487700,1.58248779296875,-0.0475616455078125,1010.3284454345703
1780625764406805800,2.6098056640625,-0.1876049041748047,1010.3451538085938
1780625765434111700,3.63711181640625,-0.32236289978027344,1010.3611755371094
1780625765633846800,3.8368466796875,-0.4412670135498047,1010.3755950927734
1780625766694288000,4.897287841796875,-0.48354339599609375,1010.3806304931641
1780625767754759000,5.957759033203125,-0.6103744506835938,1010.3959655761719
1780625768815268900,7.018268798828125,-0.7213535308837891,1010.4090118408203
1780625769875761700,8.07876171875,-0.8111915588378906,1010.4197692871094
1780625770936170800,9.139170654296874,-0.8798923492431641,1010.4282379150391
1780625771996598800,10.199598876953125,-0.9433078765869141,1010.4355621337891
1780625773057014800,11.260014892578125,-0.9855842590332031,1010.440673828125
1780625774117470700,12.320470703125,-1.0199356079101562,1010.4450225830078
1780625775177959700,13.380959716796875,-1.091278076171875,1010.4534149169922
1780625776238400800,14.44140087890625,-1.1679039001464844,1010.4624938964844
1780625777298791700,15.501791748046875,-1.218109130859375,1010.4685974121094
1780625778359250000,16.56225,-1.408355712890625,1010.4914093017578
1780625779419693800,17.62269384765625,-1.4585590362548828,1010.4975128173828
1780625780480145700,18.683145751953123,-1.4876251220703125,1010.5010223388672
1780625781540584700,19.743584716796875,-1.4902667999267578,1010.5013275146484
1780625782601029600,20.804029541015623,-1.4902667999267578,1010.5013275146484
1780625783661465600,21.864465576171874,-1.387216567993164,1010.4890441894531
1780625784721909800,22.92490966796875,-1.3845748901367188,1010.4884338378906
1780625785782322700,23.98532275390625,-1.37664794921875,1010.4877471923828
1780625786842751700,25.045751708984376,-1.37664794921875,1010.4877471923828
1780625787903197700,26.10619775390625,-1.6170997619628906,1010.5164337158203
1780625788963578600,27.16657861328125,-2.3490219116210938,1010.6044006347656
1780625790023954700,28.22695458984375,-3.464080810546875,1010.7379150390625
1780625791084351700,29.287351806640626,-4.513080596923828,1010.8635711669922
1780625792144733700,30.347733642578124,-5.680986404418945,1011.0035705566406
1780625793205100800,31.408100830078126,-6.648075103759766,1011.1195373535156
1780625794265544700,32.46854467773438,-7.052350997924805,1011.1681365966797
1780625795326012700,33.5290126953125,-7.126335144042969,1011.1769866943359
1780625796386451700,34.58945166015625,-7.126335144042969,1011.1769866943359
1780625797446898700,35.64989868164062,-6.9123077392578125,1011.1515045166016
1780625798507344600,36.7103447265625,-6.727346420288086,1011.1290740966797
1780625799567810800,37.77081079101563,-6.629579544067383,1011.1174774169922
1780625800628310800,38.831310791015625,-6.4683990478515625,1011.0980987548828
1780625801688771800,39.89177172851562,-6.344209671020508,1011.0832977294922
