time,seconds_elapsed,dBFS
1780625524754000000,14.169999755859376,-16.08304786682129
1780625524871000000,14.287,-17.194812774658203
1780625524987000000,14.403,-15.456645965576172
1780625525104000000,14.52,-16.012189865112305
1780625525220000000,14.636,-15.17578125
1780625525337000000,14.753,-14.598682403564453
1780625525453000000,14.869,-15.732868194580078
1780625525570000000,14.985999755859375,-14.682085990905762
1780625525686000000,15.102000244140624,-16.14038848876953
1780625525803000000,15.219,-14.123629570007324
1780625525919000000,15.335,-15.274038314819336
1780625526036000000,15.452,-12.985090255737305
1780625526152000000,15.568,-11.351614952087402
1780625526269000000,15.685,-13.699484825134277
1780625526385000000,15.801,-13.782655715942383
1780625526502000000,15.918000244140625,-14.184800148010254
1780625526618000000,16.033999755859377,-15.502542495727539
1780625526735000000,16.151,-15.969480514526367
1780625526851000000,16.267,-16.352624893188477
1780625526968000000,16.384,-16.302955627441406
1780625527084000000,16.5,-16.67723274230957
1780625527201000000,16.617,-16.359373092651367
1780625527317000000,16.733,-14.831028938293457
1780625527434000000,16.849999755859375,-14.490423202514648
1780625527550000000,16.966000244140623,-15.875667572021484
1780625527667000000,17.083,-15.479729652404785
1780625527783000000,17.199,-14.092745780944824
1780625527900000000,17.316,-13.828320503234863
1780625528016000000,17.432,-13.757709503173828
1780625528133000000,17.549,-13.500983238220215
1780625528249000000,17.665,-12.412294387817383
1780625528366000000,17.782000244140626,-14.186707496643066
1780625528482000000,17.897999755859374,-14.104523658752441
1780625528599000000,18.015,-12.28232192993164
1780625528715000000,18.131,-13.687260627746582
1780625528832000000,18.248,-13.001797676086426
1780625528948000000,18.364,-12.120845794677734
1780625529065000000,18.481,-14.01374340057373
1780625529181000000,18.597,-14.482090950012207
1780625529298000000,18.713999755859376,-15.786108016967773
1780625529414000000,18.830000244140624,-16.522611618041992
1780625529531000000,18.947,-15.51105785369873
1780625529647000000,19.063,-16.54554557800293
1780625529764000000,19.18,-16.917232513427734
1780625529880000000,19.296,-18.09686851501465
1780625529996000000,19.412,-12.984241485595703
1780625530113000000,19.529,-12.739264488220215
1780625530229000000,19.645,-12.446245193481445
1780625530346000000,19.761999755859375,-14.289361000061035
1780625530462000000,19.878000244140626,-14.833379745483398
1780625530579000000,19.995,-15.09235954284668
1780625530695000000,20.111,-13.55883502960205
1780625530812000000,20.228,-11.30477523803711
1780625530928000000,20.344,-13.483109474182129
1780625531045000000,20.461,-15.330070495605469
1780625531161000000,20.577,-12.955350875854492
1780625531278000000,20.694000244140625,-10.854331016540527
1780625531394000000,20.809999755859376,-12.815967559814453
1780625531511000000,20.927,-13.716620445251465
1780625531627000000,21.043,-12.431282997131348
1780625531744000000,21.16,-14.819072723388672
1780625531860000000,21.276,-15.343732833862305
1780625531977000000,21.393,-12.220063209533691
1780625532093000000,21.509,-13.882039070129395
1780625532209000000,21.625,-14.531580924987793
1780625532326000000,21.742000244140623,-14.120197296142578
1780625532442000000,21.857999755859375,-14.902645111083984
1780625532559000000,21.975,-14.06120491027832
1780625532676000000,22.092,-14.271852493286133
1780625532792000000,22.208,-13.966343879699707
1780625532908000000,22.324,-13.991220474243164
1780625533025000000,22.441,-14.35220718383789
1780625533141000000,22.557,-16.127260208129883
1780625533258000000,22.673999755859374,-17.041513442993164
1780625533374000000,22.790000244140625,-14.647440910339355
1780625533491000000,22.907,-15.402172088623047
1780625533607000000,23.023,-16.952774047851562
1780625533724000000,23.14,-13.277900695800781
1780625533840000000,23.256,-12.348261833190918
1780625533957000000,23.373,-14.463356971740723
1780625534073000000,23.489,-16.457836151123047
1780625534190000000,23.606000244140624,-14.399239540100098
1780625534306000000,23.721999755859375,-14.237067222595215
1780625534423000000,23.839,-14.52466869354248
1780625534539000000,23.955,-15.4004487991333
1780625534656000000,24.072,-15.438855171203613
1780625534772000000,24.188,-14.761570930480957
1780625534889000000,24.305,-13.628209114074707
1780625535005000000,24.421,-14.548924446105957
1780625535122000000,24.537999755859374,-13.865327835083008
1780625535238000000,24.654000244140626,-11.813457489013672
1780625535355000000,24.771,-13.857351303100586
1780625535471000000,24.887,-12.258849143981934
1780625535588000000,25.004,-7.563162326812744
1780625535704000000,25.12,-10.136877059936523
1780625535821000000,25.237,-11.642596244812012
1780625535937000000,25.353,-12.159886360168457
1780625536053000000,25.469,-13.637585639953613
1780625536170000000,25.585999755859376,-10.219664573669434
1780625536286000000,25.702000244140624,-11.71239948272705
1780625536403000000,25.819,-11.501235008239746
1780625536520000000,25.936,-10.03860092163086
1780625536636000000,26.052,-9.192268371582031
1780625536845000000,26.261,-13.067477226257324
1780625536946000000,26.361999755859376,-14.630687713623047
1780625537051000000,26.467,-12.627291679382324
1780625537153000000,26.569,-12.349433898925781
1780625537255000000,26.671,-7.347577095031738
1780625537357000000,26.773,-9.720402717590332
1780625537462000000,26.878000244140626,-11.623805046081543
1780625537567000000,26.983,-13.411064147949219
1780625537672000000,27.088,-11.48986530303955
1780625537778000000,27.193999755859377,-10.358084678649902
1780625537883000000,27.299,-11.765217781066895
1780625537984000000,27.4,-13.364129066467285
1780625538089000000,27.505,-9.223225593566895
1780625538194000000,27.609999755859373,-10.801908493041992
1780625538298000000,27.713999755859376,-11.166152954101562
1780625538398000000,27.814000244140626,-10.004156112670898
1780625538504000000,27.92,-7.292494773864746
1780625538609000000,28.025,-5.543877601623535
1780625538714000000,28.129999755859377,-6.909829616546631
1780625538819000000,28.235,-8.816163063049316
1780625538924000000,28.34,-10.939309120178223
1780625539029000000,28.445,-10.951279640197754
1780625539134000000,28.550000244140627,-7.294171333312988
1780625539239000000,28.655,-9.824148178100586
1780625539344000000,28.76,-9.621996879577637
1780625539446000000,28.862000244140624,-11.330204010009766
1780625539551000000,28.967,-13.046653747558594
1780625539655000000,29.071,-10.838754653930664
1780625539757000000,29.173,-12.823301315307617
1780625539859000000,29.275,-13.40829849243164
1780625539960000000,29.376,-11.722737312316895
1780625540061000000,29.477,-12.423469543457031
1780625540166000000,29.582000244140627,-14.137584686279297
1780625540271000000,29.687,-13.54063892364502
1780625540376000000,29.792,-10.791895866394043
1780625540481000000,29.897,-12.183297157287598
1780625540587000000,30.003,-12.013811111450195
1780625540692000000,30.108,-12.756268501281738
1780625540797000000,30.213,-14.035114288330078
1780625540902000000,30.318000244140624,-13.87590217590332
1780625541007000000,30.423,-13.952960014343262
1780625541112000000,30.528,-15.045500755310059
1780625541217000000,30.633,-13.594611167907715
1780625541322000000,30.737999755859374,-12.455901145935059
1780625541426000000,30.841999755859376,-12.73344898223877
1780625541531000000,30.947,-12.806000709533691
1780625541636000000,31.052,-13.639060020446777
1780625541741000000,31.157,-13.76138973236084
1780625541847000000,31.263,-14.656147956848145
1780625541951000000,31.367,-9.435566902160645
1780625542056000000,31.472,-9.731614112854004
1780625542158000000,31.574000244140624,-11.169093132019043
1780625542263000000,31.679,-13.343034744262695
1780625542365000000,31.781,-14.620234489440918
1780625542470000000,31.886000244140625,-16.828697204589844
1780625542575000000,31.991,-17.093822479248047
1780625542680000000,32.096,-13.288294792175293
1780625542780000000,32.196,-12.802488327026367
1780625542885000000,32.301,-13.467607498168945
1780625542988000000,32.404,-14.797346115112305
1780625543093000000,32.509,-11.322843551635742
1780625543199000000,32.615,-13.362300872802734
1780625543304000000,32.72,-14.640371322631836
1780625543404000000,32.82,-15.140795707702637
1780625543509000000,32.925,-15.092617988586426
1780625543610000000,33.025999755859374,-16.21208381652832
1780625543715000000,33.131,-15.751930236816406
1780625543820000000,33.236,-15.508773803710938
1780625543925000000,33.341,-16.702659606933594
1780625544030000000,33.44600024414063,-17.129268646240234
1780625544135000000,33.551,-13.087535858154297
1780625544240000000,33.656,-14.81874942779541
1780625544345000000,33.761,-15.170619010925293
1780625544446000000,33.862000244140624,-14.307336807250977
1780625544551000000,33.967,-13.215580940246582
1780625544656000000,34.072,-15.191879272460938
1780625544761000000,34.177,-16.214391708374023
1780625544866000000,34.281999755859374,-14.212784767150879
1780625544971000000,34.387,-12.62963581085205
1780625545076000000,34.492,-9.675341606140137
1780625545181000000,34.597,-10.721720695495605
1780625545286000000,34.70200024414063,-11.822807312011719
1780625545387000000,34.803,-12.014142036437988
1780625545490000000,34.905999755859376,-14.423290252685547
1780625545595000000,35.011,-14.240084648132324
1780625545700000000,35.116,-15.481231689453125
1780625545805000000,35.221,-11.30099868774414
1780625545910000000,35.32600024414062,-13.252557754516602
1780625546016000000,35.432,-14.961223602294922
1780625546119000000,35.535,-16.306503295898438
1780625546224000000,35.64,-11.117247581481934
1780625546329000000,35.745,-5.260244369506836
1780625546432000000,35.848,-5.141322135925293
1780625546537000000,35.953,-3.062814950942993
1780625546642000000,36.05799975585938,-5.736596584320068
1780625546752000000,36.168,-8.78071403503418
1780625546852000000,36.268,-4.9620842933654785
1780625546957000000,36.373,-7.556282997131348
1780625547062000000,36.478000244140624,-10.366926193237305
1780625547164000000,36.58,-9.46163558959961
1780625547269000000,36.685,-11.81292724609375
1780625547374000000,36.79000024414062,-12.037911415100098
1780625547475000000,36.891,-10.428925514221191
1780625547580000000,36.996,-11.017576217651367
1780625547685000000,37.101,-9.721050262451172
1780625547790000000,37.206000244140625,-11.550508499145508
1780625547895000000,37.311,-7.836172103881836
1780625548000000000,37.416,-9.634722709655762
1780625548105000000,37.521,-4.879286766052246
1780625548210000000,37.625999755859375,-7.367039203643799
1780625548315000000,37.731,-9.38547420501709
1780625548420000000,37.836,-10.098424911499023
1780625548525000000,37.941,-9.302621841430664
1780625548630000000,38.04600024414062,-11.152064323425293
1780625548735000000,38.151,-13.156158447265625
1780625548840000000,38.256,-14.53426742553711
1780625548945000000,38.361,-15.47293472290039
1780625549050000000,38.46599975585937,-15.99277114868164
1780625549155000000,38.571,-14.533907890319824
1780625549260000000,38.676,-15.829506874084473
1780625549365000000,38.781,-15.788934707641602
1780625549470000000,38.886000244140625,-16.941476821899414
1780625549574000000,38.990000244140624,-18.153736114501953
1780625549678000000,39.094000244140624,-17.85321617126465
1780625549782000000,39.19800024414062,-16.611787796020508
1780625549885000000,39.301,-16.994491577148438
1780625549987000000,39.403,-14.210067749023438
1780625550088000000,39.504,-15.525174140930176
1780625550189000000,39.605,-16.074003219604492
1780625550294000000,39.71000024414062,-17.194284439086914
1780625550399000000,39.815,-15.408053398132324
1780625550505000000,39.921,-14.950453758239746
1780625550604000000,40.02,-15.96338939666748
1780625550710000000,40.12600024414063,-15.024085998535156
1780625550815000000,40.231,-14.912165641784668
1780625550916000000,40.332,-15.813518524169922
1780625551021000000,40.437,-16.656991958618164
1780625551126000000,40.542000244140624,-12.053725242614746
1780625551230000000,40.64600024414062,-13.944103240966797
1780625551346000000,40.76199975585938,-14.69973373413086
1780625551463000000,40.879,-15.248468399047852
1780625551579000000,40.995,-15.75360107421875
1780625551696000000,41.112,-17.027151107788086
1780625551812000000,41.228,-16.78363800048828
1780625551929000000,41.345,-16.72365951538086
1780625552045000000,41.461,-17.55925750732422
1780625552162000000,41.57799975585937,-17.357812881469727
1780625552279000000,41.695,-15.974679946899414
1780625552395000000,41.811,-15.362223625183105
1780625552512000000,41.928,-17.02476692199707
1780625552628000000,42.044,-14.645713806152344
1780625552744000000,42.16,-14.231985092163086
1780625552846000000,42.26200024414062,-15.560528755187988
